ID,sentence,verb1,verbType1,verb2,verbType2,verb3,verbType3,verb4,verbType4
24010,その仕事はほぼ終わった。,終わった,past,,,,,,
24012,とうとう私の姉は結婚した。,した,past,,,,,,
24013,私が旅行で留守中に泥棒が入った。,入った,past,,,,,,
24014,友人達は私を夕食に招待してくれた。,して,participle,くれた,past,,,,
24017,私は病気のためパーティーには出席できなかった。,できなかった,negative-past,,,,,,
24020,春が来ると雪は溶けてしまった。,溶けて,participle,しまった,past,,,,
24021,髪を刈ってもらいに行きなさい。,刈って,participle,,,,,,
24022,寒かったので、我々は火を燃やした。,燃やした,past,,,,,,
24023,彼の家を見つけるのに時間がかかった。,かかった,past,,,,,,
24024,いつも頑張って勉強してるよ。,頑張って,participle,,,,,,
24026,私は群衆の中で彼女を見つけた。,見つけた,past,,,,,,
24029,私は彼女の仕事を手伝った。,手伝った,past,,,,,,
24030,雨がやんでくれたらいいのに。,やんで,participle,,,,,,
24031,これらの絵は父が私に残したものだ。,残した,past,,,,,,
24032,君の問題は心にとめておくよ。,とめて,participle,おく,dict,,,,
24033,彼女はディナーを食べているところです。,食べて,participle,いる,dict,,,,
24034,今晩お電話します。,します,polite,,,,,,
24035,私は助けてくれる誰かが必要だ。,助けて,participle,くれる,dict,,,,
24036,あの馬鹿な女には我慢できない。,できない,negative,,,,,,
24038,ほとんどの女の子は自分ではかわいいと思っている。,思って,participle,いる,dict,,,,
24039,父はいつも大声で話す。,話す,dict,,,,,,
24041,このドレスは私にはずっと大きすぎる。,すぎる,dict,,,,,,
24042,読む本がありますか。,読む,dict,,,,,,
24044,今日の新聞はすでに読んでしまった。,読んで,participle,しまった,past,,,,
24047,彼の言う事を書き留めてください。,言う,dict,,,,,,
24048,私は出発しようとしていた。,しよう,volitional,して,participle,いた,past,,
24049,あなたのためにいくらか手に入れてあげましょうか。,入れて,participle,あげましょう,volitional-polite,,,,
24051,子供は１０まで数えた。,数えた,past,,,,,,
24053,私は十年見ていない。,見て,participle,いない,negative,,,,
24056,仕事はちょうど今終わりました。,終わりました,past-polite,,,,,,
24057,彼は金持ちになった。,なった,past,,,,,,
24058,正直は結局得をすることになろう。,する,dict,なろう,volitional,,,,
24059,もう３０分待った方がいいと思う。,待った,past,思う,dict,,,,
24060,彼女はそこへ行かなければならない。,行かなければ,negative-provisional-conditional,ならない,negative,,,,
24061,左側通行を守ってください。,守って,participle,,,,,,
24062,鉛筆でお名前を書いてください。,書いて,participle,,,,,,
24063,私たちの留守の間、彼は犬の世話をした。,した,past,,,,,,
24064,私は２年前に日本に来た。,来た,past,,,,,,
24065,彼の努力はほとんど物にならない。,ならない,negative,,,,,,
24066,部屋を片づけて。,片づけて,participle,,,,,,
24067,私たちは彼にスピーチを頼んだ。,頼んだ,past,,,,,,
24069,バレーボールをよくやります。,やります,polite,,,,,,
24070,彼女は試験に失敗したことを悔やんでいる。,した,past,悔やんで,participle,いる,dict,,
24071,驚いたことに私達は勝ってしまった。,驚いた,past,勝って,participle,しまった,past,,
24072,何事もやりすぎてはいけない。,いけない,negative,,,,,,
24073,ちょっとその店によって行きませんか。,よって,participle,行きません,negative-polite,,,,
24076,君だけが質問に答えた。,答えた,past,,,,,,
24077,旧友に出くわした。,出くわした,past,,,,,,
24078,私たち医者を迎えにやるように提案した。,迎え,nominal,,,,,,
24079,母は兄と一緒に買い物をしに行った。,し,nominal,行った,past,,,,
24080,全ては終わった。,終わった,past,,,,,,
24081,ジムがドアを開けます。,開けます,polite,,,,,,
24084,私の夢は芸術家になることです。,なる,dict,,,,,,
24085,人は教える事によって学ぶ。,教える,dict,よって,participle,学ぶ,dict,,
24086,私は君を支持します。,します,polite,,,,,,
24087,死にたいくらいだ。,死にたい,wish,,,,,,
24089,私たちはすぐに店を出た。,出た,past,,,,,,
24091,これは虫除けになります。,なります,polite,,,,,,
24092,バスを待っている人が腹を立てた。,待って,participle,いる,dict,立てた,past,,
24093,私はテレビを見る。,見る,dict,,,,,,
24094,上野駅についたぞ。,ついた,past,,,,,,
24095,彼はどの点からみても学者だ。,みて,participle,,,,,,
24096,私は彼に１００ドルで車を洗ってもらった。,洗って,participle,もらった,past,,,,
24099,何百人もの人がそこにいた。,いた,past,,,,,,
24100,これからは二度と学校に遅刻するな。,する,dict,,,,,,
24102,彼女は服に沢山お金を使う。,使う,dict,,,,,,
24103,あなたはいつ私に電話してくれるつもりですか。,して,participle,くれる,dict,,,,
24104,誰も彼には勝てない。,勝てない,negative,,,,,,
24106,彼女はまだ若い研究生のうちに大発見をした。,した,past,,,,,,
24107,彼は医者のようにはぜんぜん見えない。,見えない,negative,,,,,,
24111,私の友人が事務所へ訪ねてきました。,訪ねて,participle,きました,past-polite,,,,
24112,彼は出て行けと叫んだ。,出て,participle,行け,imperative,叫んだ,past,,
24113,私は彼女をすごく評価した。,した,past,,,,,,
24115,彼は私に金をいくらか要求した。,した,past,,,,,,
24116,この道を行けば駅へ行けます。,行けば,provisional-conditional,行けます,polite,,,,
24117,君がまずさきに行ってくれ。,行って,participle,くれ,nominal,,,,
24118,彼女に愛着があって離れられない。,離れられない,passive-negative,,,,,,
24119,私はもっといい目をみせることができる。,みせる,dict,,,,,,
24120,そのニュースは私たちを驚かせた。,驚かせた,causative-past,,,,,,
24121,彼はいつも笑っています。,笑って,participle,います,polite,,,,
24122,私は喜んでその会に出席します。,喜んで,participle,します,polite,,,,
24123,あなたはここにとどまっている方がよい。,とどまって,participle,いる,dict,,,,
24124,私たちはみな最後まであなたを支持するつもりです。,する,dict,,,,,,
24126,彼女はたくさんの老人の面倒をみた。,みた,past,,,,,,
24127,そのニュースは私をうれしい気分にしてくれました。,して,participle,くれました,past-polite,,,,
24128,私を助けてくれませんか。,助けて,participle,くれません,negative-polite,,,,
24130,彼らは間違ってロンドンへ私のスーツケースを送った。,間違って,participle,送った,past,,,,
24132,彼はその要点を理解させようとした。,させよう,causative-volitional,した,past,,,,
24134,知っていれば私たちに話すだろう。,知って,participle,いれば,provisional-conditional,,,,
24136,私はほとんどお金を持っていない。,持って,participle,いない,negative,,,,
24137,私たちは急ぐ必要はなかったのに。,急ぐ,dict,,,,,,
24138,我々の友人のために乾杯しよう。,しよう,volitional,,,,,,
24141,歩いて行くの、それともバスで行くの。,歩いて,participle,,,,,,
24145,彼はいま泳いでいます。,泳いで,participle,います,polite,,,,
24146,あの人はアメリカへ立ったまま消息がない。,立った,past,,,,,,
24147,彼が今どこにいるのか確かめて下さい。,確かめて,participle,,,,,,
24148,それは出ていった。,出て,participle,,,,,,
24149,私は小遣いが不足している。,して,participle,いる,dict,,,,
24150,家にいるよりは、出かけたほうがいい。,いる,dict,,,,,,
24151,彼はどちらの道を選ぶべきか迷った。,迷った,past,,,,,,
24152,もう少し考えてみます。,考えて,participle,みます,polite,,,,
24154,その店には客は１０人以上はいなかった。,いなかった,negative-past,,,,,,
24155,彼は金持ちではないが、とにかく幸福である。,ある,dict,,,,,,
24156,何をする時でも全力を尽くしなさい。,する,dict,,,,,,
24158,失った時間の埋め合わせをしなけばならない。,失った,past,ならない,negative,,,,
24159,あの建物を見て。お寺ですか。,見て,participle,,,,,,
24160,この森にはたくさんの鳥がいる。,いる,dict,,,,,,
24161,だいたいどのくらいの値段でいけますか。,いけます,polite,,,,,,
24162,わざわざ家まで送っていただいてありがとう。,送って,participle,,,,,,
24164,私は昨日その本を買った。,買った,past,,,,,,
24165,彼らは影で彼のことを笑う。,笑う,dict,,,,,,
24166,彼と張り合えるものはいない。,いない,negative,,,,,,
24167,父は私たちの意見に耳を貸さなかった。,貸さなかった,negative-past,,,,,,
24171,これを終えたら何をするつもりですか。,終えたら,conditional,する,dict,,,,
24173,彼はもう来てもいいはずなのに。,来て,participle,,,,,,
24174,あなたのことは決して忘れません。,忘れません,negative-polite,,,,,,
24176,夜更かしはいけない。,いけない,negative,,,,,,
24177,彼はわざわざ家まで送ってくれた。,送って,participle,くれた,past,,,,
24178,その会合には参加しない方が良い。,しない,negative,,,,,,
24180,彼はいつも私に親切にしてくれる。,して,participle,くれる,dict,,,,
24181,その事故では１０名の死傷者が出た。,出た,past,,,,,,
24182,その本には索引がついていますか。,ついて,participle,います,polite,,,,
24183,私は非常な危険に直面している。,して,participle,いる,dict,,,,
24184,中休みをしようよ。,しよう,volitional,,,,,,
24185,ドアは押されて開いた。,押されて,passive-participle,開いた,past,,,,
24186,私はジムに手紙を書いた。,書いた,past,,,,,,
24187,生かしてはおかぬ。,生かして,participle,,,,,,
24188,お近づきになれてうれしいです。,なれて,participle,,,,,,
24190,式には出席するつもりですか。,する,dict,,,,,,
24192,車があればそこへ行ける。,行ける,dict,,,,,,
24193,彼女は怒ったように私の顔をまともに見た。,見た,past,,,,,,
24198,老人が車にひかれた。,ひかれた,passive-past,,,,,,
24199,８から３を引けば５になる。,引けば,provisional-conditional,なる,dict,,,,
24201,彼らは時々一緒に映画を見に行く。,見,nominal,行く,dict,,,,
24202,それが私が英語を学んだ方法です。,学んだ,past,,,,,,
24204,彼は１週間も学校に通えないでいる。,通えないで,negative-participle,いる,dict,,,,
24205,君の準備ができ次第出発しよう。,でき,nominal,しよう,volitional,,,,
24206,ルーシーは両親を幸福にした。,した,past,,,,,,
24210,この番号にもう一度かけてみていただけますか。,かけて,participle,みて,participle,いただけます,polite,,
24211,彼は医者になることを決心した。,なる,dict,した,past,,,,
24213,ともかく来ることにした。,来る,dict,,,,,,
24214,風が激しく吹いている。,吹いて,participle,いる,dict,,,,
24216,私はそれを数ダース持っている。,持って,participle,いる,dict,,,,
24218,私は去年彼と知り合いになった。,なった,past,,,,,,
24219,食べすぎはいけない。,食べ,nominal,いけない,negative,,,,
24220,彼がここへ来たら、彼にそう言います。,来たら,conditional,言います,polite,,,,
24221,４人の少年たちが道を歩いている。,歩いて,participle,いる,dict,,,,
24222,英語を声を出して読むべきだ。,出して,participle,,,,,,
24225,何を考えてんだ？,考えて,participle,,,,,,
24226,彼は荷物を下に置いた。,置いた,past,,,,,,
24228,彼女はみんなから深く愛されている。,愛されて,passive-participle,いる,dict,,,,
24230,暗くなるまで待ってさえいればよい。,なる,dict,待って,participle,いれば,provisional-conditional,,
24231,彼女は彼を長い間待たせた。,待たせた,causative-past,,,,,,
24232,我々はその湖のほとりのホテルに泊まった。,泊まった,past,,,,,,
24234,遅刻したね。会議は３０分前に終わったよ。,した,past,終わった,past,,,,
24235,君がわざわざそこにいく必要はない。,いく,dict,,,,,,
24236,みんなのことを考えた。,考えた,past,,,,,,
24238,うちは家族で毎年冬スキーに行きます。,行きます,polite,,,,,,
24239,ここで、休もう。,休もう,volitional,,,,,,
24240,彼女はコーヒーにたくさん砂糖を入れた。,入れた,past,,,,,,
24241,ついに彼はその宝石を手に入れた。,入れた,past,,,,,,
24242,彼は昨日東京へ行きました。,行きました,past-polite,,,,,,
24243,彼は私を見るとすぐに逃げていった。,逃げて,participle,,,,,,
24244,君はお父さんの忠告に従った方がよい。,従った,past,,,,,,
24245,前の席に運転手が座っていた。,座って,participle,いた,past,,,,
24247,明後日野球場に野球を見に行く予定だ。,見,nominal,行く,dict,,,,
24249,私は故郷の両親に手紙を書いた。,書いた,past,,,,,,
24250,彼はそんなことすれば叱られても当然です。,叱られて,passive-participle,,,,,,
24251,夜遅くまで起きていてはならない。,起きて,participle,いて,participle,ならない,negative,,
24252,彼はイギリスに住んでいるらしい。,住んで,participle,,,,,,
24254,彼は明るいうちに帰宅した。,した,past,,,,,,
24256,彼女はほんの子供にすぎない。,すぎない,negative,,,,,,
24258,今日は仕事にあぶれた。,あぶれた,past,,,,,,
24259,我々は彼を正直だと思っている。,思って,participle,いる,dict,,,,
24260,彼は英語では私より優れている。,優れて,participle,いる,dict,,,,
24261,朝食をもう済ませましたか。,済ませました,causative-past-polite,,,,,,
24263,彼女の夢が正夢となった。,なった,past,,,,,,
24264,この都市は美しい公園で有名である。,ある,dict,,,,,,
24265,彼の目は、彼女にくぎ付けになった。,なった,past,,,,,,
24268,それが私の心からなくなった重圧だ。,なくなった,past,,,,,,
24269,時間はあなたにまかせます。,まかせます,polite,,,,,,
24271,私たちはそこに３ヶ月滞在しました。,しました,past-polite,,,,,,
24272,一生懸命勉強すればよい。,すれば,provisional-conditional,,,,,,
24277,是非ともこの仕事を終えなければならない。,終えなければ,negative-provisional-conditional,ならない,negative,,,,
24279,郵便局へ行く道を教えてくれませんか。,行く,dict,教えて,participle,くれません,negative-polite,,
24280,私はあなたのアドバイスを心に留めておきたい。,留めて,participle,おきたい,wish,,,,
24281,本当によくやってくれたね。,やって,participle,くれた,past,,,,
24283,私は彼を私の家に招いた。,招いた,past,,,,,,
24284,彼が成功することは確実です。,する,dict,,,,,,
24287,パーティーで愉快に過ごしましたか。,過ごしました,past-polite,,,,,,
24289,私は彼を見て驚いた。,見て,participle,驚いた,past,,,,
24290,両親が子供を教育する事は、重要である。,する,dict,ある,dict,,,,
24291,コーヒーを飲みながら話しましょう。,話しましょう,volitional-polite,,,,,,
24296,話し方で彼だと分かる。,話し,nominal,分かる,dict,,,,
24297,彼は就学できる年齢だ。,できる,dict,,,,,,
24299,彼女は常に彼女の夫を馬鹿にしている。,して,participle,いる,dict,,,,
24301,私は若い頃よく野球を見たものだった。,見た,past,,,,,,
24302,寂しくなります。,なります,polite,,,,,,
24304,彼は思ったより早く帰ってきた。,思った,past,帰って,participle,きた,past,,
24305,彼女は１０年前のほうが今より太っていた。,太って,participle,いた,past,,,,
24306,彼の忠告を注意して聞いたらどう。,して,participle,聞いたら,conditional,,,,
24307,彼らは犬の世話をしますか。,します,polite,,,,,,
24308,その知らせにわたしたちは興奮した。,した,past,,,,,,
24309,彼はまだどこか近くにいる。,いる,dict,,,,,,
24311,私はスミス氏と面識がある。,ある,dict,,,,,,
24312,ドアに鍵を掛けた。,掛けた,past,,,,,,
24313,ロンドンにはたくさんの美しい公園がある。,ある,dict,,,,,,
24315,彼女は散歩したい気分だった。,したい,wish,,,,,,
24316,私はあすの朝ロンドンへ出発します。,します,polite,,,,,,
24317,病気になって１ヶ月後には彼は死んだ。,なって,participle,死んだ,past,,,,
24318,彼女はフランス語が話せる。,話せる,dict,,,,,,
24320,お会いできることを楽しみにしています。,して,participle,います,polite,,,,
24321,子供の持ちたがらない日本人が増えている。,増えて,participle,いる,dict,,,,
24322,私にできることは何でもしよう。,できる,dict,しよう,volitional,,,,
24323,彼はここ１０年間ずっとここに住んでいます。,住んで,participle,います,polite,,,,
24324,僕は平均して、日に２時間英語を勉強する。,して,participle,する,dict,,,,
24325,部屋をそのままにしておきなさい。,して,participle,,,,,,
24326,それを笑わずにはいられない。,いられない,passive-negative,,,,,,
24327,彼女は音楽の才能がある。,ある,dict,,,,,,
24328,計画はまだ未定である。,ある,dict,,,,,,
24329,私の祖父の写真が壁にかかっている。,かかって,participle,いる,dict,,,,
24331,私は何か飲みたい。,飲みたい,wish,,,,,,
24332,ここにいた人々はみんな行ってしまった。,いた,past,行って,participle,しまった,past,,
24333,少し安くなりませんか。,なりません,negative-polite,,,,,,
24334,彼らは彼をリーダーとみなした。,みなした,past,,,,,,
24336,時間を無駄にしない為に急ごう。,急ごう,volitional,,,,,,
24337,彼はいつも人に迷惑をかけている。,かけて,participle,いる,dict,,,,
24338,どうか楽にしてください。,して,participle,,,,,,
24339,私たちの夢がついに実現した。,した,past,,,,,,
24341,あなたは何か食べるものが欲しいですか。,食べる,dict,,,,,,
24342,毎日働く時間帯が違います。,働く,dict,違います,polite,,,,
24343,その銀行はすぐに見つかる。,見つかる,dict,,,,,,
24344,私はちょうどイギリスから帰ったところです。,帰った,past,,,,,,
24346,突然彼らは話すのをやめた。,やめた,past,,,,,,
24347,彼は母親に似ている。,似て,participle,いる,dict,,,,
24349,これまでそんな話は聞いた事も無い。,聞いた,past,,,,,,
24350,空には、星一つ見られなかった。,見られなかった,passive-negative-past,,,,,,
24352,ここに君宛の手紙がある。,ある,dict,,,,,,
24354,この建物は石で出来ている。,出来て,participle,いる,dict,,,,
24355,私は何年もここにいます。,います,polite,,,,,,
24356,ああまた失敗した。,した,past,,,,,,
24357,春になったら新しいスポーツを始めるつもりです。,なったら,conditional,始める,dict,,,,
24359,彼を止めることは出来ないと思った。,止める,dict,出来ない,negative,思った,past,,
24361,私達の計画は失敗した。,した,past,,,,,,
24363,私は幸福だった学生時代を回顧した。,した,past,,,,,,
24364,私は日本にいる友人から手紙をもらった。,いる,dict,もらった,past,,,,
24365,行かないって、言ってるでしょう。,行かない,negative,,,,,,
24367,夕食はいりません。,はいりません,negative-polite,,,,,,
24368,彼は多くの人に同じ質問をした。,した,past,,,,,,
24370,彼女が私に微笑んだ。,微笑んだ,past,,,,,,
24371,両親は無理に私をそこへ行かせた。,行かせた,causative-past,,,,,,
24373,新しい仕事がんばってください。,がんばって,participle,,,,,,
24374,彼の意見に反対する人もいる。,する,dict,いる,dict,,,,
24376,その戦争の結果として、多くの人が亡くなった。,亡くなった,past,,,,,,
24378,そんな振る舞いをしてはいけない。,して,participle,いけない,negative,,,,
24379,私は今勉強をしている。,して,participle,いる,dict,,,,
24380,規則に従わなければなりませんよ。,従わなければ,negative-provisional-conditional,なりません,negative-polite,,,,
24381,そういって下さるとはご親切です。,いって,participle,,,,,,
24382,私はたいしてお金を持っていません。,持って,participle,いません,negative-polite,,,,
24383,ジョンはもう職業を決めましたか。,決めました,past-polite,,,,,,
24386,長いこと会わなかったね。,会わなかった,negative-past,,,,,,
24387,髪の毛を切ってもらった方がいい。,切って,participle,もらった,past,,,,
24388,博物館へ行く道を教えてくれますか。,行く,dict,教えて,participle,くれます,polite,,
24389,旅行の準備は済みましたか。,済みました,past-polite,,,,,,
24391,彼にはそれが全くわからなかった。,わからなかった,negative-past,,,,,,
24393,私は彼と協力して仕事をした。,して,participle,した,past,,,,
24395,それはどうしても我慢できない。,できない,negative,,,,,,
24396,彼女は私に時計をくれた。,くれた,past,,,,,,
24398,親切にも手伝ってくれた。,手伝って,participle,くれた,past,,,,
24400,私はその少年になけなしの金をあげた。,あげた,past,,,,,,
24403,母は夕食の支度をしています。,して,participle,います,polite,,,,
24404,私はその手紙を書くのに３時間かかった。,かかった,past,,,,,,
24405,その話は本当のようにきこえる。,きこえる,dict,,,,,,
24406,会社は生活するために十分な年金を与えた。,与えた,past,,,,,,
24409,彼は井戸へ行って水をくんできた。,行って,participle,くんで,participle,きた,past,,
24410,もう一度読んでごらん。,読んで,participle,,,,,,
24411,私は話を通じさせることができなかった。,通じさせる,causative,,,,,,
24413,私は昨日その車を修理した。,した,past,,,,,,
24414,ケンは昨晩英語を勉強しました。,しました,past-polite,,,,,,
24415,彼女は私に魚を料理してくれた。,して,participle,くれた,past,,,,
24417,彼は事件といくらか関係がある。,ある,dict,,,,,,
24418,彼はパリ出会った女性と結婚する決心をした。,する,dict,した,past,,,,
24419,彼が勇気ある人として知られている。,ある,dict,知られて,passive-participle,いる,dict,,
24420,この植物は食べられる。,食べられる,passive,,,,,,
24421,少年は帽子を脱いだ。,脱いだ,past,,,,,,
24422,学校へ行く前に顔を洗いなさい。,行く,dict,,,,,,
24423,彼女はだれだと思いますか。,思います,polite,,,,,,
24424,私は今着いたばかりだ。,着いた,past,,,,,,
24425,彼の言うとおりだろ思う。,言う,dict,思う,dict,,,,
24426,ｕｆｏを信じますか。,信じます,polite,,,,,,
24428,そう考える人もたしかにいる。,考える,dict,いる,dict,,,,
24429,彼は今昼食を取っているところです。,取って,participle,いる,dict,,,,
24430,彼女は１週間病気で寝ているそうだ。,寝て,participle,,,,,,
24432,私は時計を修理してもらった。,して,participle,もらった,past,,,,
24435,彼は背中に痛みを感じた。,感じた,past,,,,,,
24437,その医者は村のみんなに知られている。,知られて,passive-participle,いる,dict,,,,
24438,この辞書なしには済まされない。,済まされない,passive-negative,,,,,,
24439,ヘンリーは多くても６ドルしか持っていない。,持って,participle,いない,negative,,,,
24441,彼は腹いっぱい食べる。,食べる,dict,,,,,,
24442,私に仕事はせいぜい２年しかもたないよ。,もたない,negative,,,,,,
24443,その町を見て回るのに興味をもった。,見て,participle,もった,past,,,,
24444,私はその手紙で真実を知った。,知った,past,,,,,,
24446,その飛行機に乗るよりほかしかたがなかった。,乗る,dict,,,,,,
24448,彼から電話がかかってきた。,かかって,participle,きた,past,,,,
24450,太陽はまさに沈もうとしている。,沈もう,volitional,して,participle,いる,dict,,
24451,その冷凍魚をここに持ってきてくれ。,持って,participle,きて,participle,くれ,nominal,,
24452,学生に欠席を認めてやる。,認めて,participle,やる,dict,,,,
24456,静かに雨が降っていた。,降って,participle,いた,past,,,,
24459,私たちは死に直面した。,した,past,,,,,,
24460,先月はほとんど雨が降らなかった。,降らなかった,negative-past,,,,,,
24461,そこにいて下さい。迎えに行きますから。,いて,participle,,,,,,
24462,後は野となれ山となれ。,なれ,imperative,なれ,imperative,,,,
24463,彼女は盛装してパーティーに出かけて行った。,して,participle,行った,past,,,,
24464,全ての少年少女は読み書きを教えられる。,教えられる,passive,,,,,,
24465,私が正午前にそこへ着くことは不可能です。,着く,dict,,,,,,
24466,明日の朝、彼に早くきてもらってくれ。,きて,participle,もらって,participle,くれ,nominal,,
24468,もう家に帰ったほうがいいよ。,帰った,past,,,,,,
24471,母は数年前からフランス語を習っています。,習って,participle,います,polite,,,,
24472,彼はよいお医者さんだと言われている。,言われて,passive-participle,いる,dict,,,,
24473,彼はいつも時間通りに来る。,来る,dict,,,,,,
24474,私は楽ではない生き方をすると思う。,生き,nominal,する,dict,思う,dict,,
24475,喜んでおともします。,喜んで,participle,ともします,polite,,,,
24477,この円の現金を、ドルに両替してください。,して,participle,,,,,,
24478,彼はけっして約束を守らない。,守らない,negative,,,,,,
24479,あなたはだれからも尊敬されている。,されて,passive-participle,いる,dict,,,,
24480,困ったことは、私は一銭も持ち合わせていない。,困った,past,いない,negative,,,,
24482,その間ずっと私はそこにいた。,いた,past,,,,,,
24483,彼が言った事はそれと反対の趣旨だった。,言った,past,,,,,,
24484,彼女と６月に結婚する事になったんだ。,する,dict,,,,,,
24486,彼の話を聞いていて彼女は退屈した。,聞いて,participle,いて,participle,した,past,,
24487,私たちの彼女に対する考えはかわっていない。,対する,dict,かわって,participle,いない,negative,,
24488,誰か男の子が走って逃げている。,走って,participle,逃げて,participle,いる,dict,,
24490,彼にこの手紙を投函させましょうか。,させましょう,causative-volitional-polite,,,,,,
24492,我々は日本国憲法に従わないといけない。,いけない,negative,,,,,,
24493,会議は一週間おきに行われる。,行われる,passive,,,,,,
24494,急いでトム。,急いで,participle,,,,,,
24495,いくつかの点では君がまちがっている。,いる,dict,,,,,,
24496,私は古い車を買いました。,買いました,past-polite,,,,,,
24497,熱があるので家にいたほうがいい。,いた,past,,,,,,
24499,私は大都会に住んでいる。,住んで,participle,いる,dict,,,,
24501,私は朝食前に、散歩することにしている。,する,dict,いる,dict,,,,
24502,彼女は今日は白い服を着ている。,着て,participle,いる,dict,,,,
24505,母は微笑みながら言いました。,言いました,past-polite,,,,,,
24507,水と空気なしでは、われわれは生きていけない。,生きて,participle,いけない,negative,,,,
24508,危険な香りがする。,する,dict,,,,,,
24509,つい先ほど君のお父さんに会いました。,会いました,past-polite,,,,,,
24510,この部屋に１０人いる。,いる,dict,,,,,,
24512,彼の両親は２人ともなくなっている。,いる,dict,,,,,,
24513,彼は一人きりで朝食を摂った。,摂った,past,,,,,,
24515,老人の世話について考えなければならない。,ついて,participle,考えなければ,negative-provisional-conditional,ならない,negative,,
24516,彼女は歌手として名を挙げた。,挙げた,past,,,,,,
24518,できるだけ早く予約をとるようにしなさい。,できる,dict,,,,,,
24521,私は１０ドルも払うつもりはない。,払う,dict,,,,,,
24522,遅れたわけを説明してもらいたい。,遅れた,past,して,participle,もらいたい,wish,,
24523,彼は約束を守る。,守る,dict,,,,,,
24524,その橋は長い間使われていない。,使われて,passive-participle,いない,negative,,,,
24527,その国は戦争直後とは非常に違っている。,違って,participle,いる,dict,,,,
24528,その家は５人が住むには狭すぎる。,住む,dict,すぎる,dict,,,,
24529,その国は戦争で分裂した。,した,past,,,,,,
24531,会ってみるまで本当に人柄は判らない。,会って,participle,みる,dict,判らない,negative,,
24532,彼は病院で働きたい。,働きたい,wish,,,,,,
24534,私たちは暖かく迎えられた。,迎えられた,passive-past,,,,,,
24537,私は君を見捨てたりは決してしない。,しない,negative,,,,,,
24538,彼には我慢できない。,できない,negative,,,,,,
24541,することがないから、寝た方がよさそうだ。,寝た,past,,,,,,
24542,牛乳はほんの少ししか残っていない。,残って,participle,いない,negative,,,,
24543,急いで行かないと遅れるよ。,急いで,participle,遅れる,dict,,,,
24544,君がしなさいと言う事は何でもする。,言う,dict,する,dict,,,,
24546,十分に注意しなければいけないな。,しなければ,negative-provisional-conditional,いけない,negative,,,,
24547,それで私は彼に怒っているのだ。,怒って,participle,,,,,,
24548,安くさえあればどんな時計でもかまいません。,かまいません,negative-polite,,,,,,
24549,そんなものを作っても役に立たない。,作って,participle,立たない,negative,,,,
24550,彼女は間違っている。,間違って,participle,いる,dict,,,,
24551,卵はどのように調理しましょうか。,しましょう,volitional-polite,,,,,,
24552,明日雨が降ったら迎えに来て。,降ったら,conditional,来て,participle,,,,
24553,私たちはさまざまな困難を経験した。,した,past,,,,,,
24554,その少年はその犬が大好きになった。,なった,past,,,,,,
24555,君無しでは生きられない。,生きられない,passive-negative,,,,,,
24556,どうかあなたの写真を撮らせてください。,撮らせて,causative-participle,,,,,,
24558,彼女の努力は報われた。,報われた,passive-past,,,,,,
24559,彼女はバスから降りて彼の方に走った。,降りて,participle,走った,past,,,,
24560,眠ってしまわないように気をつけなさい。,眠って,participle,,,,,,
24561,彼はたびたび学校に遅刻する。,する,dict,,,,,,
24563,そうしてもらったら私は満足だ。,して,participle,もらったら,conditional,,,,
24564,その本を図書館へ返却しましたか。,しました,past-polite,,,,,,
24565,私たちはその計画に関係している。,して,participle,いる,dict,,,,
24566,私たちはあす湖まで自転車で行きます。,行きます,polite,,,,,,
24567,何を怒っているの？,怒って,participle,,,,,,
24568,彼はその知らせを聞いてうれしがっている。,聞いて,participle,いる,dict,,,,
24571,その旅行はとても金がかかった。,かかった,past,,,,,,
24573,彼女は簡単に試験に合格した。,した,past,,,,,,
24574,彼女はアメリカにかなり多くの友人がいる。,いる,dict,,,,,,
24576,彼は一人だけで時間を過ごすことがある。,過ごす,dict,ある,dict,,,,
24578,仕事を間に合わすため彼は徹夜で働いた。,働いた,past,,,,,,
24579,会いに行く度に彼は寝ている。,会い,nominal,行く,dict,寝て,participle,いる,dict
24580,私達が峠にさしかかる頃に雨になった。,なった,past,,,,,,
24581,彼は町の西部に住んでいる。,住んで,participle,いる,dict,,,,
24582,老人はその子を保護してやった。,して,participle,やった,past,,,,
24584,彼女は一目で彼が好きになった。,なった,past,,,,,,
24585,彼は英語に精通している。,して,participle,いる,dict,,,,
24587,彼は青い服を着ていた。,着て,participle,いた,past,,,,
24588,彼らと交わるな。,交わる,dict,,,,,,
24589,私達の事は心配しないで下さい。,しないで,negative-participle,,,,,,
24590,たくさんの生徒がブラウン先生を尊敬している。,して,participle,いる,dict,,,,
24591,私はこの写真をとった写真家と知り合いです。,とった,past,,,,,,
24592,何をしているこんな所で？,して,participle,いる,dict,,,,
24593,お茶を飲んでいるとき、地震があった。,飲んで,participle,いる,dict,,,,
24594,彼は疲れていたけれども、働き続けた。,疲れて,participle,,,,,,
24596,私は友情は価値のあるものだと思います。,ある,dict,思います,polite,,,,
24597,いくらで買うか。,買う,dict,,,,,,
24598,彼は毎日必ず１０ページ読むことにしていた。,読む,dict,いた,past,,,,
24602,部屋の電気がつかない。,つかない,negative,,,,,,
24603,きっと見つけることができると思います。,見つける,dict,思います,polite,,,,
24604,彼らは話をやめた。,やめた,past,,,,,,
